EHASTRA_EH_NUMMER,Heftjahr,Heftnummer,Period,Bezug_MBR,Verkauf_MBR,Remission_MBR,Bezug,Verkauf,Remission,Klasse,SBC,XYZ,Laenge,Zensierungsquote,Zensierungsgrad,Zensiert,Entgangener Verkauf,Steigung,Magazine,N1_Demand,N2_Demand,N3_Demand,EM_Demand,PD_Demand,Nahmias_Demand,Conrad_Demand,Bayesian_Demand,Bayesian_Q,Baseline_Demand
EHB0023505,2023,23,2023-023,10.0,7.0,3.0,5.0,5.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,2.0,0.0085,C,7.0,8.0,8.0,5.0,5.0,5.0,5.0,9.0,12.0,5.0
EHB0023505,2023,24,2023-024,9.0,6.0,3.0,9.0,6.0,3.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,12.0,6.0
EHB0023505,2023,25,2023-025,10.0,8.0,2.0,10.0,8.0,2.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,8.0
EHB0023505,2023,26,2023-026,8.0,8.0,0.0,9.0,8.0,1.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,8.0
EHB0023505,2023,27,2023-027,8.0,8.0,0.0,9.0,8.0,1.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,8.0
EHB0023505,2023,28,2023-028,8.0,3.0,5.0,2.0,2.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,1.0,0.0085,C,7.0,8.0,8.0,2.0,2.0,2.0,2.0,8.0,12.0,2.0
EHB0023505,2023,29,2023-029,10.0,10.0,0.0,11.0,10.0,1.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0
EHB0023505,2023,30,2023-030,12.0,7.0,5.0,12.0,7.0,5.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,7.0
EHB0023505,2023,31,2023-031,9.0,8.0,1.0,7.0,7.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,1.0,0.0085,C,7.0,8.0,8.0,7.0,7.0,7.0,7.0,10.0,12.0,7.0
EHB0023505,2023,32,2023-032,11.0,9.0,2.0,5.0,5.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,4.0,0.0085,C,7.0,8.0,8.0,5.0,5.0,5.0,5.0,9.0,12.0,5.0
EHB0023505,2023,33,2023-033,10.0,6.0,4.0,10.0,6.0,4.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,12.0,6.0
EHB0023505,2023,34,2023-034,10.0,8.0,2.0,8.0,8.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,0.0,0.0085,C,7.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,12.0,8.0
EHB0023505,2023,35,2023-035,10.0,7.0,3.0,10.0,7.0,3.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,7.0
EHB0023505,2023,36,2023-036,9.0,8.0,1.0,9.0,8.0,1.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,8.0
EHB0023505,2023,37,2023-037,10.0,10.0,0.0,11.0,10.0,1.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0
EHB0023505,2023,38,2023-038,9.0,6.0,3.0,9.0,6.0,3.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,12.0,6.0
EHB0023505,2023,39,2023-039,10.0,5.0,5.0,10.0,5.0,5.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12.0,5.0
EHB0023505,2023,40,2023-040,11.0,8.0,3.0,5.0,5.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,3.0,0.0085,C,7.0,8.0,8.0,5.0,5.0,5.0,5.0,9.0,12.0,5.0
EHB0023505,2023,41,2023-041,11.0,5.0,6.0,11.0,5.0,6.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12.0,5.0
EHB0023505,2023,42,2023-042,9.0,8.0,1.0,9.0,8.0,1.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,8.0
EHB0023505,2023,43,2023-043,9.0,9.0,0.0,10.0,9.0,1.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,9.0
EHB0023505,2023,44,2023-044,9.0,9.0,0.0,10.0,9.0,1.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,9.0
EHB0023505,2023,45,2023-045,10.0,4.0,6.0,10.0,4.0,6.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,4.0
EHB0023505,2023,46,2023-046,10.0,9.0,1.0,6.0,6.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,3.0,0.0085,C,7.0,8.0,8.0,6.0,6.0,6.0,6.0,9.0,12.0,6.0
EHB0023505,2023,47,2023-047,14.0,10.0,4.0,14.0,10.0,4.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0
EHB0023505,2023,48,2023-048,11.0,11.0,0.0,12.0,11.0,1.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0
EHB0023505,2023,49,2023-049,11.0,9.0,2.0,11.0,9.0,2.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,9.0
EHB0023505,2023,50,2023-050,12.0,9.0,3.0,12.0,9.0,3.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,9.0
EHB0023505,2023,51,2023-051,14.0,10.0,4.0,14.0,10.0,4.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0
EHB0023505,2023,52,2023-052,15.0,9.0,6.0,8.0,8.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,1.0,0.0085,C,7.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,12.0,8.0
EHB0023505,2024,1,2024-001,11.0,7.0,4.0,5.0,5.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,2.0,0.0085,C,7.0,8.0,8.0,5.0,5.0,5.0,5.0,9.0,12.0,5.0
EHB0023505,2024,2,2024-002,16.0,8.0,8.0,16.0,8.0,8.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,8.0
EHB0023505,2024,3,2024-003,10.0,8.0,2.0,6.0,6.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,2.0,0.0085,C,7.0,8.0,8.0,6.0,6.0,6.0,6.0,9.0,12.0,6.0
EHB0023505,2024,4,2024-004,11.0,11.0,0.0,12.0,11.0,1.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,11.0,11.0,11.0,11.0,11.0,11.0,11.0,11.0,12.0,11.0
EHB0023505,2024,5,2024-005,10.0,9.0,1.0,10.0,9.0,1.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,9.0
EHB0023505,2024,6,2024-006,10.0,7.0,3.0,6.0,6.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,1.0,0.0085,C,7.0,8.0,8.0,6.0,6.0,6.0,6.0,9.0,12.0,6.0
EHB0023505,2024,7,2024-007,10.0,8.0,2.0,5.0,5.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,3.0,0.0085,C,7.0,8.0,8.0,5.0,5.0,5.0,5.0,9.0,12.0,5.0
EHB0023505,2024,8,2024-008,11.0,7.0,4.0,11.0,7.0,4.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,7.0
EHB0023505,2024,9,2024-009,11.0,7.0,4.0,6.0,6.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,1.0,0.0085,C,7.0,8.0,8.0,6.0,6.0,6.0,6.0,9.0,12.0,6.0
EHB0023505,2024,10,2024-010,10.0,7.0,3.0,10.0,7.0,3.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,7.0
EHB0023505,2024,11,2024-011,10.0,9.0,1.0,7.0,7.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,2.0,0.0085,C,7.0,8.0,8.0,7.0,7.0,7.0,7.0,10.0,12.0,7.0
EHB0023505,2024,12,2024-012,10.0,10.0,0.0,11.0,10.0,1.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,10.0,10.0,10.0,10.0,10.0,10.0,10.0,10.0,12.0,10.0
EHB0023505,2024,13,2024-013,9.0,5.0,4.0,9.0,5.0,4.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12.0,5.0
EHB0023505,2024,14,2024-014,9.0,9.0,0.0,10.0,9.0,1.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,9.0
EHB0023505,2024,15,2024-015,10.0,8.0,2.0,8.0,8.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,0.0,0.0085,C,7.0,8.0,8.0,8.0,8.0,8.0,8.0,10.0,12.0,8.0
EHB0023505,2024,16,2024-016,11.0,7.0,4.0,11.0,7.0,4.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,7.0
EHB0023505,2024,17,2024-017,11.0,6.0,5.0,6.0,6.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,0.0,0.0085,C,7.0,8.0,8.0,6.0,6.0,6.0,6.0,9.0,12.0,6.0
EHB0023505,2024,18,2024-018,10.0,6.0,4.0,10.0,6.0,4.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,12.0,6.0
EHB0023505,2024,19,2024-019,10.0,9.0,1.0,10.0,9.0,1.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,9.0
EHB0023505,2024,20,2024-020,10.0,6.0,4.0,4.0,4.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,2.0,0.0085,C,7.0,8.0,8.0,4.0,4.0,4.0,4.0,9.0,12.0,4.0
EHB0023505,2024,21,2024-021,9.0,8.0,1.0,7.0,7.0,0.0,Klasse 7-8,S,X,128,0.299,0.4,1,1.0,0.0085,C,7.0,8.0,8.0,7.0,7.0,7.0,7.0,10.0,12.0,7.0
EHB0023505,2024,22,2024-022,8.0,4.0,4.0,8.0,4.0,4.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,4.0,4.0,4.0,4.0,4.0,4.0,4.0,4.0,12.0,4.0
EHB0023505,2024,23,2024-023,9.0,6.0,3.0,9.0,6.0,3.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,12.0,6.0
EHB0023505,2024,24,2024-024,9.0,7.0,2.0,9.0,7.0,2.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,7.0,7.0,7.0,7.0,7.0,7.0,7.0,7.0,12.0,7.0
EHB0023505,2024,25,2024-025,8.0,5.0,3.0,8.0,5.0,3.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,5.0,5.0,5.0,5.0,5.0,5.0,5.0,5.0,12.0,5.0
EHB0023505,2024,26,2024-026,12.0,9.0,3.0,12.0,9.0,3.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,9.0,9.0,9.0,9.0,9.0,9.0,9.0,9.0,12.0,9.0
EHB0023505,2024,27,2024-027,12.0,8.0,4.0,12.0,8.0,4.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,8.0
EHB0023505,2024,28,2024-028,12.0,6.0,6.0,12.0,6.0,6.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,6.0,6.0,6.0,6.0,6.0,6.0,6.0,6.0,12.0,6.0
EHB0023505,2024,29,2024-029,8.0,8.0,0.0,9.0,8.0,1.0,Klasse 7-8,S,X,128,0.299,0.4,0,0.0,0.0085,C,8.0,8.0,8.0,8.0,8.0,8.0,8.0,8.0,12.0,8.0
EHA0021360,2022,3,2022-003,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,3,2022-003,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,3,2022-003,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2022,4,2022-004,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,4,2022-004,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,4,2022-004,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2022,5,2022-005,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,5,2022-005,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,5,2022-005,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2022,6,2022-006,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,6,2022-006,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,6,2022-006,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2022,7,2022-007,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,7,2022-007,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,7,2022-007,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2022,8,2022-008,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,0.0,0.0085,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EHB0019844,2022,8,2022-008,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,8,2022-008,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2022,9,2022-009,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,0.0,0.0085,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EHB0019844,2022,9,2022-009,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,9,2022-009,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2022,10,2022-010,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,10,2022-010,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,10,2022-010,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2022,11,2022-011,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,0.0,0.0085,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0
EHB0019844,2022,11,2022-011,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,11,2022-011,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2022,12,2022-012,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,0.0,0.0085,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EHB0019844,2022,12,2022-012,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,12,2022-012,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,0.0,0.0085,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
EHA0021360,2022,13,2022-013,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,0.0,0.0085,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EHB0019844,2022,13,2022-013,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,13,2022-013,3.0,2.0,1.0,2.0,2.0,0.0,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,1,0.0,0.0085,D,1.0,0.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0
EHA0021360,2022,14,2022-014,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,0.0,0.0085,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EHB0019844,2022,14,2022-014,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,14,2022-014,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,0.0,0.0085,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
EHA0021360,2022,15,2022-015,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,15,2022-015,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,15,2022-015,3.0,1.0,2.0,3.0,1.0,2.0,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,0.0,0.0085,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
EHA0021360,2022,17,2022-017,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,0.0,0.0085,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EHB0019844,2022,17,2022-017,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,17,2022-017,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,0.0,0.0085,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
EHA0021360,2022,18,2022-018,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,18,2022-018,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,18,2022-018,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,0.0,0.0085,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
EHA0021360,2022,19,2022-019,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,19,2022-019,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,19,2022-019,2.0,0.0,2.0,2.0,0.0,2.0,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,0.0,0.0085,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,0.0
EHA0021360,2022,20,2022-020,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,20,2022-020,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,20,2022-020,2.0,1.0,1.0,2.0,1.0,1.0,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,0.0,0.0085,D,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0
EHA0021360,2022,21,2022-021,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,21,2022-021,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,21,2022-021,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2022,22,2022-022,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,22,2022-022,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,22,2022-022,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2022,23,2022-023,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,23,2022-023,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,23,2022-023,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2022,24,2022-024,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,24,2022-024,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,24,2022-024,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2022,25,2022-025,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,25,2022-025,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,25,2022-025,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2022,26,2022-026,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2022,26,2022-026,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2022,26,2022-026,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2023,2,2023-002,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,0.0,0.0085,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EHB0019844,2023,2,2023-002,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2023,2,2023-002,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2023,4,2023-004,3.0,0.0,3.0,3.0,0.0,3.0,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,0.0,0.0085,D,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0
EHB0019844,2023,4,2023-004,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2023,4,2023-004,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2023,5,2023-005,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2023,5,2023-005,,,,,,,Klasse 1-2,S,Y,33,0.35,0.4,0,,0.0085,D,,,,,,,,,,
EHH0010681,2023,5,2023-005,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2023,6,2023-006,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2023,6,2023-006,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,Y,33,0.35,0.4,0,0.0,0.0085,D,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
EHH0010681,2023,6,2023-006,,,,,,,Klasse 0-1,S,Z,8,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHA0021360,2023,7,2023-007,,,,,,,Klasse 0-1,I,Z,9,0.3159999999999999,0.4,0,,0.0085,D,,,,,,,,,,
EHB0019844,2023,7,2023-007,2.0,2.0,0.0,3.0,2.0,1.0,Klasse 1-2,S,Y,33,0.35,0.4,0,0.0,0.0085,D,2.0,2.0,2.0,2.0,2.0,2.0,2.0,2.0,4.0,2.0
